#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-01-16T14:41:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ54b922f76911	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/529/A75&tab:{J/A+A/529/A75/table-af}&key:source=J/A+A/529/A75/table-af&HTTPPRM:&
#-source=J/A+A/529/A75/table-af
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a
#-out=b
#-out=Filt
#Filt=Kp
#-out=Met
#Met=L
#-out=Mod
#Mod=A
#-out=c
#-out=d
#-out=e
#-out=f
#

#RESOURCE=yCat_35290075
#Name: J/A+A/529/A75
#Title: Limb-darkening coefficients (Claret+, 2011)
#Table	J_A_A_529_A75_table-af:
#Name: J/A+A/529/A75/table-af
#Title: 2-parameter limb darkening coefficients: quadratic {\em(a,b)}, root-square {\em(c,d)} and logarithmic {\em(e,f)} (equations 2, 3 and 4)
#Column	logg	(F5.2)	[0/5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[2000/50000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[-5/1] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[0/8] Microturbulent velocity	[ucd=phys.veloc]
#Column	a	(F7.4)	Quadratic limb darkening coefficient a (G2)	[ucd=phot.limbDark]
#Column	b	(F7.4)	Quadratic limb darkening coefficient b (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[LF] Method (Least-Square or Flux Conservation)	[ucd=meta.id;stat.fit]
#Column	Mod	(A1)	Model used: {\bf A}TLAS or {\bf P}HOENIX	[ucd=instr.setup;meta.modelled]
#Column	c	(F7.4)	Root-square limb darkening coefficient c (G2)	[ucd=phot.limbDark]
#Column	d	(F7.4)	Root-square limb darkening coefficient d (G2)	[ucd=phot.limbDark]
#Column	e	(F7.4)	Logarithmic limb darkening coefficient e (G2)	[ucd=phot.limbDark]
#Column	f	(F7.4)	Logarithmic limb darkening coefficient f (G2)	[ucd=phot.limbDark]
#logg	Teff	Z	xi	a	b	Filt	Met	Mod	c	d	e	f
#[cm/s2]	K	[Sun]	km/s	 	 	 	 	 	 	 	 	
#-----	------	----	----	-------	-------	--	-	-	-------	-------	-------	-------
 1.50	  6000	 0.5	 2.0	 0.3642	 0.2875	Kp	L	A	 0.1450	 0.6232	 0.6935	 0.2713
 2.00	  6000	 0.5	 2.0	 0.3455	 0.3094	Kp	L	A	 0.1151	 0.6627	 0.6990	 0.2899
 2.50	  6000	 0.5	 2.0	 0.3541	 0.3063	Kp	L	A	 0.1290	 0.6517	 0.7035	 0.2859
 3.00	  6000	 0.5	 2.0	 0.3651	 0.2994	Kp	L	A	 0.1473	 0.6340	 0.7063	 0.2785
 3.50	  6000	 0.5	 2.0	 0.3769	 0.2910	Kp	L	A	 0.1674	 0.6130	 0.7081	 0.2698
 4.00	  6000	 0.5	 2.0	 0.3879	 0.2821	Kp	L	A	 0.1858	 0.5928	 0.7088	 0.2611
 4.50	  6000	 0.5	 2.0	 0.3985	 0.2736	Kp	L	A	 0.2034	 0.5736	 0.7095	 0.2528
 5.00	  6000	 0.5	 2.0	 0.4040	 0.2690	Kp	L	A	 0.2122	 0.5639	 0.7098	 0.2485
 0.50	  6250	 0.5	 2.0	 0.4672	 0.1874	Kp	L	A	 0.3290	 0.3996	 0.6810	 0.1748
 1.00	  6250	 0.5	 2.0	 0.4437	 0.2112	Kp	L	A	 0.2858	 0.4533	 0.6849	 0.1978
 1.50	  6250	 0.5	 2.0	 0.4068	 0.2385	Kp	L	A	 0.2215	 0.5219	 0.6803	 0.2260
 2.00	  6250	 0.5	 2.0	 0.3299	 0.3048	Kp	L	A	 0.0962	 0.6625	 0.6792	 0.2881
 2.50	  6250	 0.5	 2.0	 0.3137	 0.3255	Kp	L	A	 0.0715	 0.6969	 0.6855	 0.3050
 3.00	  6250	 0.5	 2.0	 0.3232	 0.3215	Kp	L	A	 0.0875	 0.6833	 0.6899	 0.2999
 3.50	  6250	 0.5	 2.0	 0.3339	 0.3144	Kp	L	A	 0.1056	 0.6650	 0.6921	 0.2924
 4.00	  6250	 0.5	 2.0	 0.3440	 0.3077	Kp	L	A	 0.1231	 0.6473	 0.6942	 0.2851
 4.50	  6250	 0.5	 2.0	 0.3526	 0.3005	Kp	L	A	 0.1373	 0.6314	 0.6945	 0.2782
 5.00	  6250	 0.5	 2.0	 0.3592	 0.2959	Kp	L	A	 0.1485	 0.6200	 0.6956	 0.2734
 0.50	  6500	 0.5	 2.0	 0.4495	 0.1938	Kp	L	A	 0.3078	 0.4114	 0.6705	 0.1804
 1.00	  6500	 0.5	 2.0	 0.4403	 0.2082	Kp	L	A	 0.2878	 0.4423	 0.6776	 0.1938
 1.50	  6500	 0.5	 2.0	 0.4131	 0.2318	Kp	L	A	 0.2405	 0.4965	 0.6777	 0.2168
 2.00	  6500	 0.5	 2.0	 0.3704	 0.2606	Kp	L	A	 0.1687	 0.5693	 0.6692	 0.2467
 2.50	  6500	 0.5	 2.0	 0.2976	 0.3242	Kp	L	A	 0.0506	 0.7024	 0.6689	 0.3059
 3.00	  6500	 0.5	 2.0	 0.2885	 0.3364	Kp	L	A	 0.0384	 0.7199	 0.6728	 0.3151
 3.50	  6500	 0.5	 2.0	 0.2968	 0.3318	Kp	L	A	 0.0528	 0.7064	 0.6754	 0.3098
 4.00	  6500	 0.5	 2.0	 0.3053	 0.3277	Kp	L	A	 0.0678	 0.6925	 0.6787	 0.3046
 4.50	  6500	 0.5	 2.0	 0.3146	 0.3206	Kp	L	A	 0.0836	 0.6757	 0.6796	 0.2975
 5.00	  6500	 0.5	 2.0	 0.3211	 0.3159	Kp	L	A	 0.0946	 0.6642	 0.6806	 0.2927
 0.50	  6750	 0.5	 2.0	 0.4257	 0.2080	Kp	L	A	 0.2765	 0.4374	 0.6623	 0.1926
 1.00	  6750	 0.5	 2.0	 0.4232	 0.2150	Kp	L	A	 0.2667	 0.4554	 0.6681	 0.1998
 1.50	  6750	 0.5	 2.0	 0.4120	 0.2293	Kp	L	A	 0.2454	 0.4852	 0.6731	 0.2130
 2.00	  6750	 0.5	 2.0	 0.3791	 0.2548	Kp	L	A	 0.1901	 0.5447	 0.6699	 0.2381
 2.50	  6750	 0.5	 2.0	 0.3290	 0.2879	Kp	L	A	 0.1074	 0.6270	 0.6590	 0.2722
 3.00	  6750	 0.5	 2.0	 0.2711	 0.3382	Kp	L	A	 0.0154	 0.7300	 0.6582	 0.3184
 3.50	  6750	 0.5	 2.0	 0.2658	 0.3460	Kp	L	A	 0.0095	 0.7392	 0.6609	 0.3238
 4.00	  6750	 0.5	 2.0	 0.2745	 0.3403	Kp	L	A	 0.0246	 0.7239	 0.6628	 0.3176
 4.50	  6750	 0.5	 2.0	 0.2821	 0.3356	Kp	L	A	 0.0385	 0.7098	 0.6645	 0.3121
 5.00	  6750	 0.5	 2.0	 0.2862	 0.3330	Kp	L	A	 0.0457	 0.7026	 0.6655	 0.3092
 0.50	  7000	 0.5	 2.0	 0.4045	 0.2210	Kp	L	A	 0.2480	 0.4618	 0.6557	 0.2041
 1.00	  7000	 0.5	 2.0	 0.3973	 0.2310	Kp	L	A	 0.2311	 0.4865	 0.6603	 0.2141
 1.50	  7000	 0.5	 2.0	 0.3966	 0.2349	Kp	L	A	 0.2260	 0.4969	 0.6641	 0.2182
 2.00	  7000	 0.5	 2.0	 0.3820	 0.2505	Kp	L	A	 0.2010	 0.5286	 0.6672	 0.2323
 2.50	  7000	 0.5	 2.0	 0.3448	 0.2768	Kp	L	A	 0.1402	 0.5907	 0.6607	 0.2585
 3.00	  7000	 0.5	 2.0	 0.2881	 0.3156	Kp	L	A	 0.0482	 0.6830	 0.6494	 0.2974
 3.50	  7000	 0.5	 2.0	 0.2479	 0.3481	Kp	L	A	-0.0145	 0.7502	 0.6461	 0.3274
 4.00	  7000	 0.5	 2.0	 0.2494	 0.3503	Kp	L	A	-0.0093	 0.7472	 0.6493	 0.3275
 4.50	  7000	 0.5	 2.0	 0.2546	 0.3464	Kp	L	A	 0.0005	 0.7364	 0.6498	 0.3232
 5.00	  7000	 0.5	 2.0	 0.2581	 0.3442	Kp	L	A	 0.0072	 0.7293	 0.6504	 0.3205
 1.00	  7250	 0.5	 2.0	 0.3737	 0.2455	Kp	L	A	 0.1982	 0.5153	 0.6529	 0.2272
 1.50	  7250	 0.5	 2.0	 0.3692	 0.2519	Kp	L	A	 0.1872	 0.5314	 0.6560	 0.2337
 2.00	  7250	 0.5	 2.0	 0.3694	 0.2535	Kp	L	A	 0.1856	 0.5358	 0.6580	 0.2354
 2.50	  7250	 0.5	 2.0	 0.3514	 0.2704	Kp	L	A	 0.1569	 0.5692	 0.6591	 0.2505
 3.00	  7250	 0.5	 2.0	 0.3096	 0.2981	Kp	L	A	 0.0895	 0.6357	 0.6497	 0.2784
 3.50	  7250	 0.5	 2.0	 0.2561	 0.3338	Kp	L	A	 0.0038	 0.7203	 0.6380	 0.3141
 4.00	  7250	 0.5	 2.0	 0.2304	 0.3553	Kp	L	A	-0.0341	 0.7610	 0.6364	 0.3330
 4.50	  7250	 0.5	 2.0	 0.2322	 0.3540	Kp	L	A	-0.0295	 0.7556	 0.6364	 0.3311
 5.00	  7250	 0.5	 2.0	 0.2354	 0.3518	Kp	L	A	-0.0226	 0.7479	 0.6367	 0.3282
 1.00	  7500	 0.5	 2.0	 0.3533	 0.2566	Kp	L	A	 0.1699	 0.5385	 0.6452	 0.2376
 1.50	  7500	 0.5	 2.0	 0.3444	 0.2660	Kp	L	A	 0.1524	 0.5612	 0.6474	 0.2469
 2.00	  7500	 0.5	 2.0	 0.3421	 0.2693	Kp	L	A	 0.1467	 0.5694	 0.6489	 0.2502
 2.50	  7500	 0.5	 2.0	 0.3436	 0.2686	Kp	L	A	 0.1486	 0.5681	 0.6496	 0.2496
 3.00	  7500	 0.5	 2.0	 0.3211	 0.2883	Kp	L	A	 0.1139	 0.6066	 0.6491	 0.2671
 3.50	  7500	 0.5	 2.0	 0.2759	 0.3173	Kp	L	A	 0.0418	 0.6764	 0.6380	 0.2964
 4.00	  7500	 0.5	 2.0	 0.2235	 0.3540	Kp	L	A	-0.0406	 0.7591	 0.6281	 0.3320
 4.50	  7500	 0.5	 2.0	 0.2150	 0.3601	Kp	L	A	-0.0517	 0.7693	 0.6262	 0.3370
 5.00	  7500	 0.5	 2.0	 0.2164	 0.3579	Kp	L	A	-0.0475	 0.7628	 0.6249	 0.3345
 1.00	  7750	 0.5	 2.0	 0.3370	 0.2634	Kp	L	A	 0.1482	 0.5537	 0.6368	 0.2442
 1.50	  7750	 0.5	 2.0	 0.3216	 0.2769	Kp	L	A	 0.1207	 0.5855	 0.6371	 0.2575
 2.00	  7750	 0.5	 2.0	 0.3156	 0.2831	Kp	L	A	 0.1093	 0.5999	 0.6383	 0.2635
 2.50	  7750	 0.5	 2.0	 0.3164	 0.2828	Kp	L	A	 0.1099	 0.5998	 0.6388	 0.2633
 3.00	  7750	 0.5	 2.0	 0.3187	 0.2812	Kp	L	A	 0.1144	 0.5950	 0.6390	 0.2613
 3.50	  7750	 0.5	 2.0	 0.2913	 0.3040	Kp	L	A	 0.0726	 0.6401	 0.6373	 0.2818
 4.00	  7750	 0.5	 2.0	 0.2412	 0.3363	Kp	L	A	-0.0072	 0.7174	 0.6251	 0.3144
 4.50	  7750	 0.5	 2.0	 0.1998	 0.3629	Kp	L	A	-0.0716	 0.7790	 0.6146	 0.3405
 5.00	  7750	 0.5	 2.0	 0.2007	 0.3632	Kp	L	A	-0.0675	 0.7747	 0.6153	 0.3396
 1.00	  8000	 0.5	 2.0	 0.3259	 0.2651	Kp	L	A	 0.1354	 0.5579	 0.6277	 0.2460
 1.50	  8000	 0.5	 2.0	 0.3054	 0.2820	Kp	L	A	 0.0998	 0.5976	 0.6268	 0.2626
 2.00	  8000	 0.5	 2.0	 0.2933	 0.2916	Kp	L	A	 0.0789	 0.6206	 0.6260	 0.2721
 2.50	  8000	 0.5	 2.0	 0.2886	 0.2957	Kp	L	A	 0.0710	 0.6297	 0.6259	 0.2760
 3.00	  8000	 0.5	 2.0	 0.2893	 0.2954	Kp	L	A	 0.0725	 0.6281	 0.6262	 0.2754
 3.50	  8000	 0.5	 2.0	 0.2920	 0.2933	Kp	L	A	 0.0781	 0.6217	 0.6263	 0.2730
 4.00	  8000	 0.5	 2.0	 0.2602	 0.3197	Kp	L	A	 0.0294	 0.6745	 0.6244	 0.2968
 4.50	  8000	 0.5	 2.0	 0.2127	 0.3514	Kp	L	A	-0.0458	 0.7481	 0.6137	 0.3281
 5.00	  8000	 0.5	 2.0	 0.1864	 0.3673	Kp	L	A	-0.0862	 0.7854	 0.6059	 0.3439
 1.00	  8250	 0.5	 2.0	 0.3214	 0.2611	Kp	L	A	 0.1333	 0.5502	 0.6187	 0.2424
 1.50	  8250	 0.5	 2.0	 0.2959	 0.2816	Kp	L	A	 0.0902	 0.5975	 0.6170	 0.2624
 2.00	  8250	 0.5	 2.0	 0.2791	 0.2932	Kp	L	A	 0.0623	 0.6258	 0.6138	 0.2741
 2.50	  8250	 0.5	 2.0	 0.2701	 0.2996	Kp	L	A	 0.0476	 0.6408	 0.6122	 0.2804
 3.00	  8250	 0.5	 2.0	 0.2675	 0.3019	Kp	L	A	 0.0436	 0.6452	 0.6121	 0.2823
 3.50	  8250	 0.5	 2.0	 0.2683	 0.3018	Kp	L	A	 0.0458	 0.6431	 0.6126	 0.2817
 4.00	  8250	 0.5	 2.0	 0.2671	 0.3041	Kp	L	A	 0.0455	 0.6443	 0.6136	 0.2829
 4.50	  8250	 0.5	 2.0	 0.2285	 0.3354	Kp	L	A	-0.0144	 0.7085	 0.6106	 0.3117
 5.00	  8250	 0.5	 2.0	 0.1832	 0.3634	Kp	L	A	-0.0862	 0.7766	 0.5982	 0.3401
 1.50	  8500	 0.5	 2.0	 0.2892	 0.2809	Kp	L	A	 0.0844	 0.5954	 0.6094	 0.2616
 2.00	  8500	 0.5	 2.0	 0.2704	 0.2914	Kp	L	A	 0.0546	 0.6224	 0.6030	 0.2725
 2.50	  8500	 0.5	 2.0	 0.2582	 0.2980	Kp	L	A	 0.0356	 0.6393	 0.5987	 0.2793
 3.00	  8500	 0.5	 2.0	 0.2511	 0.3027	Kp	L	A	 0.0247	 0.6498	 0.5970	 0.2838
 3.50	  8500	 0.5	 2.0	 0.2490	 0.3049	Kp	L	A	 0.0217	 0.6534	 0.5973	 0.2856
 4.00	  8500	 0.5	 2.0	 0.2508	 0.3044	Kp	L	A	 0.0253	 0.6503	 0.5983	 0.2846
 4.50	  8500	 0.5	 2.0	 0.2437	 0.3130	Kp	L	A	 0.0154	 0.6635	 0.6004	 0.2913
 5.00	  8500	 0.5	 2.0	 0.1981	 0.3495	Kp	L	A	-0.0564	 0.7403	 0.5965	 0.3253
 1.50	  8750	 0.5	 2.0	 0.2832	 0.2816	Kp	L	A	 0.0784	 0.5962	 0.6042	 0.2621
 2.00	  8750	 0.5	 2.0	 0.2636	 0.2906	Kp	L	A	 0.0486	 0.6203	 0.5952	 0.2717
 2.50	  8750	 0.5	 2.0	 0.2499	 0.2955	Kp	L	A	 0.0290	 0.6342	 0.5876	 0.2771
 3.00	  8750	 0.5	 2.0	 0.2407	 0.2994	Kp	L	A	 0.0158	 0.6442	 0.5830	 0.2811
 3.50	  8750	 0.5	 2.0	 0.2359	 0.3024	Kp	L	A	 0.0086	 0.6507	 0.5815	 0.2839
 4.00	  8750	 0.5	 2.0	 0.2351	 0.3038	Kp	L	A	 0.0075	 0.6526	 0.5823	 0.2850
 4.50	  8750	 0.5	 2.0	 0.2355	 0.3054	Kp	L	A	 0.0085	 0.6535	 0.5843	 0.2858
 5.00	  8750	 0.5	 2.0	 0.2167	 0.3255	Kp	L	A	-0.0204	 0.6896	 0.5876	 0.3029
 1.50	  9000	 0.5	 2.0	 0.2770	 0.2839	Kp	L	A	 0.0708	 0.6006	 0.6005	 0.2641
 2.00	  9000	 0.5	 2.0	 0.2558	 0.2929	Kp	L	A	 0.0395	 0.6246	 0.5900	 0.2737
 2.50	  9000	 0.5	 2.0	 0.2421	 0.2957	Kp	L	A	 0.0213	 0.6343	 0.5800	 0.2772
 3.00	  9000	 0.5	 2.0	 0.2336	 0.2964	Kp	L	A	 0.0107	 0.6380	 0.5724	 0.2783
 3.50	  9000	 0.5	 2.0	 0.2269	 0.2983	Kp	L	A	 0.0020	 0.6431	 0.5681	 0.2804
 4.00	  9000	 0.5	 2.0	 0.2235	 0.3003	Kp	L	A	-0.0029	 0.6473	 0.5670	 0.2822
 4.50	  9000	 0.5	 2.0	 0.2233	 0.3018	Kp	L	A	-0.0035	 0.6493	 0.5683	 0.2833
 5.00	  9000	 0.5	 2.0	 0.2259	 0.3017	Kp	L	A	 0.0006	 0.6471	 0.5705	 0.2827
 2.00	  9250	 0.5	 2.0	 0.2474	 0.2966	Kp	L	A	 0.0287	 0.6322	 0.5859	 0.2771
 2.50	  9250	 0.5	 2.0	 0.2349	 0.2974	Kp	L	A	 0.0131	 0.6375	 0.5747	 0.2787
 3.00	  9250	 0.5	 2.0	 0.2261	 0.2966	Kp	L	A	 0.0033	 0.6381	 0.5652	 0.2784
 3.50	  9250	 0.5	 2.0	 0.2197	 0.2959	Kp	L	A	-0.0037	 0.6383	 0.5582	 0.2782
 4.00	  9250	 0.5	 2.0	 0.2150	 0.2967	Kp	L	A	-0.0092	 0.6401	 0.5543	 0.2789
 4.50	  9250	 0.5	 2.0	 0.2127	 0.2981	Kp	L	A	-0.0123	 0.6429	 0.5537	 0.2802
 5.00	  9250	 0.5	 2.0	 0.2129	 0.2994	Kp	L	A	-0.0123	 0.6445	 0.5551	 0.2811
 2.00	  9500	 0.5	 2.0	 0.2388	 0.3004	Kp	L	A	 0.0169	 0.6408	 0.5817	 0.2808
 2.50	  9500	 0.5	 2.0	 0.2268	 0.3005	Kp	L	A	 0.0026	 0.6443	 0.5701	 0.2816
 3.00	  9500	 0.5	 2.0	 0.2190	 0.2980	Kp	L	A	-0.0049	 0.6411	 0.5597	 0.2798
 3.50	  9500	 0.5	 2.0	 0.2130	 0.2957	Kp	L	A	-0.0102	 0.6377	 0.5512	 0.2780
 4.00	  9500	 0.5	 2.0	 0.2085	 0.2944	Kp	L	A	-0.0143	 0.6357	 0.5452	 0.2769
 4.50	  9500	 0.5	 2.0	 0.2046	 0.2952	Kp	L	A	-0.0187	 0.6371	 0.5422	 0.2776
 5.00	  9500	 0.5	 2.0	 0.2034	 0.2958	Kp	L	A	-0.0201	 0.6382	 0.5417	 0.2781
 2.00	  9750	 0.5	 2.0	 0.2306	 0.3032	Kp	L	A	 0.0058	 0.6479	 0.5768	 0.2837
 2.50	  9750	 0.5	 2.0	 0.2184	 0.3036	Kp	L	A	-0.0085	 0.6515	 0.5653	 0.2847
 3.00	  9750	 0.5	 2.0	 0.2118	 0.3000	Kp	L	A	-0.0138	 0.6458	 0.5548	 0.2818
 3.50	  9750	 0.5	 2.0	 0.2065	 0.2966	Kp	L	A	-0.0175	 0.6398	 0.5458	 0.2789
 4.00	  9750	 0.5	 2.0	 0.2023	 0.2939	Kp	L	A	-0.0203	 0.6348	 0.5385	 0.2765
 4.50	  9750	 0.5	 2.0	 0.1986	 0.2929	Kp	L	A	-0.0233	 0.6329	 0.5337	 0.2756
 5.00	  9750	 0.5	 2.0	 0.1957	 0.2933	Kp	L	A	-0.0264	 0.6336	 0.5313	 0.2760
 2.00	 10000	 0.5	 2.0	 0.2224	 0.3056	Kp	L	A	-0.0050	 0.6544	 0.5715	 0.2863
 2.50	 10000	 0.5	 2.0	 0.2100	 0.3061	Kp	L	A	-0.0195	 0.6579	 0.5599	 0.2873
 3.00	 10000	 0.5	 2.0	 0.2039	 0.3026	Kp	L	A	-0.0239	 0.6516	 0.5499	 0.2843
 3.50	 10000	 0.5	 2.0	 0.2001	 0.2979	Kp	L	A	-0.0250	 0.6428	 0.5408	 0.2801
 4.00	 10000	 0.5	 2.0	 0.1965	 0.2942	Kp	L	A	-0.0265	 0.6358	 0.5332	 0.2769
 4.50	 10000	 0.5	 2.0	 0.1932	 0.2918	Kp	L	A	-0.0283	 0.6312	 0.5271	 0.2748
 5.00	 10000	 0.5	 2.0	 0.1900	 0.2911	Kp	L	A	-0.0310	 0.6297	 0.5232	 0.2741
 2.00	 10500	 0.5	 2.0	 0.2094	 0.3072	Kp	L	A	-0.0215	 0.6612	 0.5607	 0.2886
 2.50	 10500	 0.5	 2.0	 0.1949	 0.3081	Kp	L	A	-0.0383	 0.6653	 0.5474	 0.2899
 3.00	 10500	 0.5	 2.0	 0.1888	 0.3053	Kp	L	A	-0.0424	 0.6595	 0.5381	 0.2873
 3.50	 10500	 0.5	 2.0	 0.1866	 0.3004	Kp	L	A	-0.0411	 0.6491	 0.5303	 0.2827
 4.00	 10500	 0.5	 2.0	 0.1852	 0.2952	Kp	L	A	-0.0391	 0.6387	 0.5231	 0.2781
 4.50	 10500	 0.5	 2.0	 0.1825	 0.2920	Kp	L	A	-0.0397	 0.6322	 0.5167	 0.2751
 5.00	 10500	 0.5	 2.0	 0.1798	 0.2898	Kp	L	A	-0.0409	 0.6278	 0.5115	 0.2731
 2.50	 11000	 0.5	 2.0	 0.1824	 0.3073	Kp	L	A	-0.0523	 0.6667	 0.5344	 0.2899
 3.00	 11000	 0.5	 2.0	 0.1756	 0.3046	Kp	L	A	-0.0570	 0.6608	 0.5244	 0.2874
 3.50	 11000	 0.5	 2.0	 0.1736	 0.3007	Kp	L	A	-0.0556	 0.6517	 0.5179	 0.2835
 4.00	 11000	 0.5	 2.0	 0.1734	 0.2960	Kp	L	A	-0.0521	 0.6412	 0.5122	 0.2790
 4.50	 11000	 0.5	 2.0	 0.1729	 0.2917	Kp	L	A	-0.0496	 0.6323	 0.5068	 0.2750
 5.00	 11000	 0.5	 2.0	 0.1706	 0.2892	Kp	L	A	-0.0501	 0.6272	 0.5018	 0.2727
 2.50	 11500	 0.5	 2.0	 0.1731	 0.3053	Kp	L	A	-0.0618	 0.6648	 0.5229	 0.2886
 3.00	 11500	 0.5	 2.0	 0.1647	 0.3016	Kp	L	A	-0.0674	 0.6568	 0.5103	 0.2851
 3.50	 11500	 0.5	 2.0	 0.1622	 0.2982	Kp	L	A	-0.0667	 0.6486	 0.5038	 0.2817
 4.00	 11500	 0.5	 2.0	 0.1620	 0.2949	Kp	L	A	-0.0636	 0.6403	 0.4997	 0.2783
 4.50	 11500	 0.5	 2.0	 0.1630	 0.2908	Kp	L	A	-0.0594	 0.6312	 0.4960	 0.2744
 5.00	 11500	 0.5	 2.0	 0.1625	 0.2878	Kp	L	A	-0.0577	 0.6248	 0.4920	 0.2716
 2.50	 12000	 0.5	 2.0	 0.1662	 0.3035	Kp	L	A	-0.0689	 0.6631	 0.5142	 0.2874
 3.00	 12000	 0.5	 2.0	 0.1564	 0.2975	Kp	L	A	-0.0743	 0.6504	 0.4975	 0.2818
 3.50	 12000	 0.5	 2.0	 0.1527	 0.2938	Kp	L	A	-0.0742	 0.6410	 0.4895	 0.2780
 4.00	 12000	 0.5	 2.0	 0.1523	 0.2911	Kp	L	A	-0.0717	 0.6339	 0.4859	 0.2751
 4.50	 12000	 0.5	 2.0	 0.1533	 0.2884	Kp	L	A	-0.0681	 0.6274	 0.4838	 0.2725
 5.00	 12000	 0.5	 2.0	 0.1540	 0.2859	Kp	L	A	-0.0652	 0.6214	 0.4815	 0.2700
 2.50	 12500	 0.5	 2.0	 0.1608	 0.3026	Kp	L	A	-0.0748	 0.6629	 0.5080	 0.2870
 3.00	 12500	 0.5	 2.0	 0.1495	 0.2941	Kp	L	A	-0.0798	 0.6449	 0.4870	 0.2790
 3.50	 12500	 0.5	 2.0	 0.1454	 0.2884	Kp	L	A	-0.0788	 0.6313	 0.4762	 0.2734
 4.00	 12500	 0.5	 2.0	 0.1442	 0.2857	Kp	L	A	-0.0770	 0.6240	 0.4718	 0.2705
 4.50	 12500	 0.5	 2.0	 0.1449	 0.2840	Kp	L	A	-0.0742	 0.6191	 0.4704	 0.2686
 5.00	 12500	 0.5	 2.0	 0.1457	 0.2827	Kp	L	A	-0.0718	 0.6156	 0.4696	 0.2672
 2.50	 13000	 0.5	 2.0	 0.1569	 0.3022	Kp	L	A	-0.0795	 0.6635	 0.5037	 0.2869
 3.00	 13000	 0.5	 2.0	 0.1441	 0.2915	Kp	L	A	-0.0845	 0.6409	 0.4787	 0.2770
 3.50	 13000	 0.5	 2.0	 0.1390	 0.2839	Kp	L	A	-0.0829	 0.6232	 0.4649	 0.2695
 4.00	 13000	 0.5	 2.0	 0.1374	 0.2800	Kp	L	A	-0.0804	 0.6132	 0.4587	 0.2655
 4.50	 13000	 0.5	 2.0	 0.1375	 0.2785	Kp	L	A	-0.0782	 0.6085	 0.4568	 0.2637
 5.00	 13000	 0.5	 2.0	 0.1386	 0.2777	Kp	L	A	-0.0759	 0.6059	 0.4569	 0.2628
 2.50	 14000	 0.5	 2.0	 0.1520	 0.3021	Kp	L	A	-0.0860	 0.6659	 0.4991	 0.2875
 3.00	 14000	 0.5	 2.0	 0.1357	 0.2881	Kp	L	A	-0.0925	 0.6367	 0.4667	 0.2745
 3.50	 14000	 0.5	 2.0	 0.1297	 0.2763	Kp	L	A	-0.0887	 0.6100	 0.4471	 0.2631
 4.00	 14000	 0.5	 2.0	 0.1272	 0.2696	Kp	L	A	-0.0848	 0.5936	 0.4368	 0.2564
 4.50	 14000	 0.5	 2.0	 0.1260	 0.2672	Kp	L	A	-0.0828	 0.5865	 0.4326	 0.2536
 5.00	 14000	 0.5	 2.0	 0.1265	 0.2664	Kp	L	A	-0.0809	 0.5837	 0.4322	 0.2527
 2.50	 15000	 0.5	 2.0	 0.1510	 0.3027	Kp	L	A	-0.0884	 0.6685	 0.4988	 0.2884
 3.00	 15000	 0.5	 2.0	 0.1306	 0.2860	Kp	L	A	-0.0977	 0.6346	 0.4594	 0.2731
 3.50	 15000	 0.5	 2.0	 0.1230	 0.2711	Kp	L	A	-0.0929	 0.6008	 0.4347	 0.2587
 4.00	 15000	 0.5	 2.0	 0.1198	 0.2616	Kp	L	A	-0.0874	 0.5782	 0.4204	 0.2493
 4.50	 15000	 0.5	 2.0	 0.1186	 0.2566	Kp	L	A	-0.0836	 0.5657	 0.4134	 0.2442
 5.00	 15000	 0.5	 2.0	 0.1182	 0.2551	Kp	L	A	-0.0820	 0.5611	 0.4111	 0.2424
 2.50	 16000	 0.5	 2.0	 0.1522	 0.3050	Kp	L	A	-0.0888	 0.6733	 0.5026	 0.2905
 3.00	 16000	 0.5	 2.0	 0.1277	 0.2853	Kp	L	A	-0.1014	 0.6350	 0.4560	 0.2729
 3.50	 16000	 0.5	 2.0	 0.1186	 0.2674	Kp	L	A	-0.0961	 0.5950	 0.4262	 0.2557
 4.00	 16000	 0.5	 2.0	 0.1149	 0.2551	Kp	L	A	-0.0888	 0.5662	 0.4083	 0.2436
 4.50	 16000	 0.5	 2.0	 0.1131	 0.2485	Kp	L	A	-0.0841	 0.5497	 0.3986	 0.2369
 5.00	 16000	 0.5	 2.0	 0.1121	 0.2457	Kp	L	A	-0.0821	 0.5424	 0.3944	 0.2340
 2.50	 17000	 0.5	 2.0	 0.1540	 0.3106	Kp	L	A	-0.0900	 0.6835	 0.5106	 0.2953
